Input,Predicted,Actual
Abá mondarõagûera o'uba'e koîpó og okype ogûerasoba'e,<extra_id_0>,O homem que come objeto de furto ou que o leva para sua casa
"Xe 'ang - Eu tenho abrigo, eu estou abrigado Xe 'ãngatu",<extra_id_0>,Eu tenho bom abrigo eu estou bem abrigado
Aîuká-matutenhẽ,<extra_id_0>,Matei-os muito fiz matanca
Emonãnamope Tupã îandé rubypy arukanga nhẽ apóû semirekóramo?,<extra_id_0>,Por isso Deus transformou a costela de nosso pai primeiro em sua esposa
"Eresópe abá îeky-'ye'ẽ supa, i pora rá?",<extra_id_0>,Foste para revistar as cisternas de agua doce de alguem tomando seu conteudo
Xe rekoruînhẽ,<extra_id_0>,Eu estou adoentado
kopûera,<extra_id_0>.,rocado antigo onde o mato cresceu de novo
Abá-angaîpabĩ takó mba'e-katu ogûerekó xe suí mã!,<extra_id_0>,Ah um homem pecador ha de ter mais coisas boas que eu
Kó-tene i îaeté,<extra_id_0>,Este e o maximo
Aîtyk ygara,<extra_id_0>,Lanco a agua a canoa
"Oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, Tupana n'i nhyrõî xómo",<extra_id_0>.,Se alguem escondesse os atos passados uma so vez Deus nao perdoaria
Mamõpe i xóû o mba'e'u-pab'iré?,<extra_id_0>,Aonde ele foi apos acabar de comer
"T'oré pyatã, angá, mba'e-asy porarábo",<extra_id_0>,Que sejamos corajosos sim suportando as coisas dolorosas
"Adão, oré rubypy, oré mokanhemeté",<extra_id_0>,Adao nosso primeiro pai fez-nos perder verdadeiramente
y-eté,<extra_id_0>,agua doce
Supixûar ikó paîé-angaíba,<extra_id_0>,Este paje ruim tem um espirito protetor
"Nde ereîemosusuni, oré moingobé-potá",<extra_id_0>,Tu te agitaste querendo fazer-nos viver
Mba'epe sepyrama?,<extra_id_0>,Qual e o preco delas
Osó nhẽmope asé ybakype o nhemongaraibireme?,<extra_id_0>,Iria a gente para o ceu ao batizar-se sem mais
Xe anama xe mbouri,<extra_id_0>,Minha familia fez-me vir
Kó abá semirekó abé opá o mba'e mombabi,<extra_id_0>,Esse homem e sua esposa tambem fizeram acabar todas as suas riquezas
Asapûapin,<extra_id_0>.,Aguco-a
gûaîbĩ-marã serã-serã,<extra_id_0>,velha muito maldosa
Eîori nde retamûama repîaka,<extra_id_0>,Vem para ver tua futura terra
Sesé orosó,<extra_id_0>,Vou com ele
Xe anhanga moropé,<extra_id_0>,Eu sou o diabo esquentador de gente
ka'a-pa'ũ,<extra_id_0>,ilha de mato CAPO
"Mba'e-akuba, mba'e-robeté tukutuku okûapa",<extra_id_0>,Estando a destilar coisa quente coisa muito amarga
Nde resé serosypyra,<extra_id_0>,Os que estao achegados a ti
Nde 'anga osapy satá,<extra_id_0>,Queimou tua alma o fogo dele
Eropytá nde boîá'ĩ orébo,<extra_id_0>,Fica com teus suditozinhos junto de nos
Peîori sapirõagûama resé pe pupé seîkéreme,<extra_id_0>,Vinde para prantea-lo ao entrar ele em vos
"Nd'e'i te'e oá nhote i xuí, nd'i pekábo ruã",<extra_id_0>,Por isso tao somente nasceu dela nao lhe fazendo rombo
T'îasó maranatãûãme o îoupé oîobaúpa?,<extra_id_0>?,Havemos de ir a dura guerra cara a cara uns contra os outros
Pitanga robá sesãî i xupé,<extra_id_0>,O rosto da crianca esta alegre para eles
Xe pûeraî mbyté,<extra_id_0>! <extra_id_10>!,Eu estava ainda cansado
ugûera,<extra_id_0>,quarto traseiro que se parte de um animal ou de uma pessoa
ta'yrypy,<extra_id_0>,primeiro filho do homem primogenito
Nde resé i pûaragûera moasŷabo,<extra_id_0>,Arrependendo-se ele de ter batido em ti
Nde 'anga sepy-etéba'e,<extra_id_0>,Tua alma e o que tem muito preco
Omanõaibí abá o poraseîtápe bé,<extra_id_0>,O homem desanima sem mais de suas dancas tambem
sapi'a'okypyra,<extra_id_0>,castrado
Asem,<extra_id_0>,Mudo-me
Aporero'ar,<extra_id_0>.,Salteio
Abápe asé sumarã?,<extra_id_0>,Quem e o inimigo da gente
Xe typa'am,<extra_id_0>,Eu tenho calculos renais
"Nde pó gûyrype oroîkó, nde resé oroîekoka",<extra_id_0>,Sob tuas maos estamos em ti apoiando-nos
o apixara rerekoaíba,<extra_id_0>,maltratar a seu proximo
N'aker-angáî sekasápe,<extra_id_0>,Nao dormi absolutamente para procura-los
"Nde atybak, nde resá-popybo ema'ẽmo, epukamirĩamo, eîepokábo tenhẽ",<extra_id_0>,Tu voltas o rosto para tras olhando com a ponta dos olhos sorrindo espreguicando-te
"Aîpó e'ymeté, ko'arapukuî, pysaré nde maînanĩ nde 'anga resé-ne",<extra_id_0>.,Sendo isso assim o dia todo e a noite toda tu cuidaras de tua alma
Tekatueté mã!,<extra_id_0>.,Ah que atrevido
inhanhã,<extra_id_0>,cavidade dela
Xe reté-piring,<extra_id_0>,Meu corpo treme de medo
Eîori t'eremondó xe suí tekoangaîpaba,<extra_id_0>,Vem para que facas ir de mim a maldade
Nde arũaípe nde rapixara 'arybo eîupa?,<extra_id_0>,Tu foste chocarreira estando deitada sobre teu proximo
Pe 'angyme oîkeba'epûera,<extra_id_0>,O que entrou em vossas almas
A'e pe mopyatã,<extra_id_0>,Ele vos fortalece
Aîeîuká-ukar,<extra_id_0>,Faco-me matar
a-pixapaba,<extra_id_0>,ferida da cabeca
Xe apebĩ,<extra_id_0>»ᕗ,Eu sou rechonchudinho
"Nde rera rendupa abé, Anhanga ryryî okûapa",<extra_id_0>,Tao logo ao ouvir o teu nome o diabo esta tremendo
o apixara reîmbaba îagûara remimomosẽgûera,<extra_id_0>,o que perseguiu o cao de seu proximo
-Mba'epe aûîeramanhẽ serekopyrama ikó 'ara pupé? -Aani ã biã - Que é o que será conservado para sempre neste mundo?,<extra_id_0>.,Nada
Aygapukuî,<extra_id_0>,Remo
Yby rupi bépe sugûy syryki?,<extra_id_0>,Pelo chao tambem escorreu seu sangue
Nd'e'ikatuî abá îuru Anhanga ratápe tekó-asyeté mombegûabo,<extra_id_0>,Nao pode a boca de ninguem contar as coisas muito dolorosas no inferno
ypîasoara,<extra_id_0>,o que vai buscar agua a fonte
"Sepyápe, ereîakasó",<extra_id_0>,Em reparacao disso mudaste-te de aldeia
Emonã ûĩ sekóû,<extra_id_0>,Essa fez assim
"Oîepé-ĩombé, nipó, i angaîpab amõme é",<extra_id_0>,Um ou outro porventura foi mau alguma vez
Asapy,<extra_id_0>,Queimo-o
Oporombo'e-a'u Tupã nhe'enga ra'anga,<extra_id_0>,Ensina falsamente as pessoas a provarem a palavra de Deus
Eresó ûĩ,<extra_id_0>,Eis que vais Vais agora
Anhanga o îaramo sekó potare'yma,<extra_id_0>,Nao querendo que o diabo esteja como seu senhor
îandé ma'enduaramo,<extra_id_0>,lembrando nos
Abápe opytá a'epe?,<extra_id_0>,Quem ficou ali
"T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma karaimonhanga ndi",<extra_id_0>,Que lancemos fora nossa maldade nao acreditando nos pajes em dancas rodopios com feiticos
"Missa mondykápe épe ereîké îepi, nde îesûere'yîpe",<extra_id_0>,no final da missa que entras sempre manifestamente consciente
Tekokatueté rerekoara o emimotarybo é i mba'ee'ymba'e,<extra_id_0>,O que tem a bem-aventuranca e o que e pobre por sua propria vontade
"Eresaûsubápe nde sy nde ruba i mba'easy tume, sesé nde morerekoaramo?",<extra_id_0>,Tens compaixao de tua mae e de teu pai quando eles estao deitados doentes sendo responsavel por eles
"A'eboépe Tupã rasara Tupã rari amõme, îepi?",<extra_id_0>,certo que o comungante comungue algumas vezes ou sempre
Erur 'y ixébe,<extra_id_0>,Traze agua para mim
O îoybyri se'õmbûera paranã ybyri i kûáî,<extra_id_0>,Lado a lado seus cadaveres ao longo do mar estavam
I xy n'i membyrasyî,<extra_id_0>,Sua mae nao teve dor de parto
I 'ã i 'ang xe retãme xe rekoagûera ixébo,<extra_id_0>,Vem-me a memoria minha vida passada em minha terra
Marã e'ipe Pilatos serekoaretá supé?,<extra_id_0>,Como disse Pilatos aos seus aprisionadores
"Aîpó kuapamo, ereîmorambûé Tupã nhe'enga abyrambûeramo",<extra_id_0>,Sabendo disso impedirias a transgressao da palavra de Deus
Oîoirundyk îeapyká sykápe,<extra_id_0>,No transcorrer de quatro geracoes
"Temone ko'yr Anhanga ratá pora, abá amõ opu'ama iké îandé re'yîpemo",<extra_id_0>,Oxala agora alguma pessoa habitante do fogo do inferno levantasse aqui na nossa multidao
Ko'ẽme gûemi'urama resé onhemosaînana,<extra_id_0>,De manha cuidando de sua comida
T'ereîuká ixébe paîé-aíba supé,<extra_id_0>,Que o mates para mim diante do paje ruim
y-mombukaba,<extra_id_0>,sangradouro de rio
"Oîá nhote kagûarape, marã?",<extra_id_0>,O que bebe somente na medida que acontece
mangaby,<extra_id_0>.,licor de mangaba
marã-te-p'iã-ne?,<extra_id_0>,E pois como ha isto de ser
mokõî îasy,<extra_id_0>,por dois meses lit duas luas
T'aîpobu kori ygasaba,<extra_id_0>,Hei de mexer hoje as igacabas
Perobîar-y-tepe aé Tupã?,<extra_id_0>,Mas acreditais realmente em Deus
Asendu-potakatu,<extra_id_0>,Folgo muito em ouvi-lo
pobandara,<extra_id_0>,o que fia Fig Arte 119 fiandeira
Marã e'ipe Îandé Îara og obá petekarûera supé?,<extra_id_0>,Como disse Nosso Senhor para o que esbofeteou seu rosto
Oré remi'u 'ara îabi'õndûara eîme'eng kori orébe,<extra_id_0>,Nossa comida a que e de cada dia da hoje para nos
miapepûera,<extra_id_0>,o que foi pao
Opápe turi?,<extra_id_0>,Todos vieram
"Cruz resé i moîari, i îeruresabo é",<extra_id_0>,A seu proprio pedido na cruz o pregaram
tining-atã,<extra_id_0>,coisa mirrada ou muito seca
Abápe aîpoba'e oîmomaran?,<extra_id_0>,Quem desobedece aquele
"O pó, o py, o yké kutukagûera bépe erimba'e ogûeropu'am?",<extra_id_0>.,Ergueu-se com as feridas de suas maos de seus pes e de seu flanco
Ereîmombukype kunhataĩ amõ?,<extra_id_0>,Desvirginaste alguma menina
Oú tubixá-katu,<extra_id_0>,Veio um grande chefe
osóbo bé,<extra_id_0>,tao logo indo ele
Aî'apirungá,<extra_id_0>,Machuco-lhe a cabeca
"T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma",<extra_id_0>,Que lancemos fora nossa maldade nao acreditando nos pajes em dancas e rodopios
A'epe bé ogûekokatu pupé o 'anga nongatusarûera oína,<extra_id_0>,Ali tambem estando os que guardaram sua alma em sua virtude
Mamõpe erimba'e te'yî-katupabẽ Îandé Îara rerasóû?,<extra_id_0>,Para onde a multidao numerosissima levou Nosso Senhor
Seroŷrõmo opakatu ikó 'ara pupé seroŷrõmbyra sosé,<extra_id_0>,Detestando-os mais que tudo o que se deve detestar neste mundo
y-tororoma,<extra_id_0>,jorro d'agua ITOROR bica d'agua
"Opûerab amõnyme, Tupã asé rerekokuapaba rupi é",<extra_id_0>,Cura-se algumas vezes segundo os designios de Deus para a gente
A'eba'e i moapysykypyramo sekóûne,<extra_id_0>.,Aqueles serao consolados
Xe ryapûanusu,<extra_id_0>,Eu fedo
Xe apy'am,<extra_id_0>,Eu estava pendente
Aîukatu,<extra_id_0>,Acalmei-me
"- Akó morotinga, i amandaba bé asé osepîak",<extra_id_0>,A gente ve aquela coisa branca e sua redondeza tambem
"Sesé onhemonane'yma, oîabé sekó potare'yma",<extra_id_0>,Com eles nao se misturando nao querendo igualmente seu modo de ser
"Taûîé pe poreaûsubagûama rapirõmo, peîemoangekoaíb peína",<extra_id_0>,Pranteai logo vossa miseria estai a vos lastimar
Abebé kó ybytu îá,<extra_id_0>,Voo como este vento
mbyru'apûera,<extra_id_0>,calos ja duros
Xe akym,<extra_id_0>,Eu estou molhado
Aîerekoaibeté xe angaîpá-katu suí,<extra_id_0>,Piorei muito de meu grande mal
"Ema'enãngatu xe ri, xe mbo'are'ym-uká",<extra_id_0>,Vela bem por mim mandando que nao me facam cair
Xe mene'õ,<extra_id_0>,Eu enviuvei
nãmo-nhõta'ub,<extra_id_0>,pequeno como isto
Xe membyrakyrar,<extra_id_0>,Abortei meu filho
T'asó aîpó nhe'enga mopó,<extra_id_0>,Hei de ir para cumprir essas palavras
N'i rambûé-mirĩî xûé aîpó tekorama resé xe nhe'engane,<extra_id_0>,Nao se hao de esvanecer nem um pouco minhas palavras acerca daqueles futuros fatos
"Xe moory-katu îepé, inã tekó mombegûabo",<extra_id_0>,Tu me alegras muito narrando assim os fatos
Asé rarõanamo-tepe karaibebé rekóû?,<extra_id_0>,Mas os guardiaes da gente sao os anjos
Ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî,<extra_id_0>,Ali ficai enquanto eu nao vos informar acerca de vossa futura volta
ypypûera,<extra_id_0>,resto do tronco de arvore que fica na terra apos o seu corte
Setá nhẽ ygasabusu,<extra_id_0>,Sao muitas as grandes igacabas
Xe tekokuabar,<extra_id_0>,Eu retomei o bom senso
Setápe asé nhemongaraíbi?,<extra_id_0>,A gente se batiza muitas vezes
Xe rekosûé-katu,<extra_id_0>,Eu sou muito longevo
T'oropyk,<extra_id_0>,Hei de cobrir-te
"Nd'e'i te'e oîoepîaka'upa, o karukasyramo",<extra_id_0>.,Por isso mesmo tendo saudades um do outro ficam tristes
N'asepîake'ym-a'ubi,<extra_id_0>,Faco que nao o vejo
Xe nhe'ẽpokarugûá-katu,<extra_id_0>,Eu sou muito manhoso em palavras
Oré pysyrõ-te îepé mba'e-aíba suí,<extra_id_0>,Mas livra-nos tu das coisas mas
A'ereme amõ aîukáne,<extra_id_0>,Entao matarei alguns
Xe îá-xe îaó,<extra_id_0>,Eu estou chagado eu tenho muitas chagas
Oroerokûaka'ar,<extra_id_0>,Levamo-los uns atras dos outros
xe rerokarûera,<extra_id_0>,meu padrinho
Sekó-te i poxyeté,<extra_id_0>,Mas sua vida e muito ma
Aîukámo mã!,<extra_id_0>,Ah quem me dera o tivesse matado
Ké turi îandé nupãmo!,<extra_id_0>,Aqui vem para nos castigar
Aîtyk nhe'enga sesé,<extra_id_0>,Lanco palavras contra ele
abá-ekoate'yme'yma,<extra_id_0>,homem liberal
"Yby abé a'ereme onhemonguébo, oryryîane",<extra_id_0>,A terra tambem entao agitando-se tremendo
Xe boîá,<extra_id_0>.,Eu sou mediano eu nao sou grande nem pequeno
Asó-asó-a'ub,<extra_id_0>,Finjo que vou
gûymaenhẽ gûixóbo,<extra_id_0>,indo eu voando
pé pukuî,<extra_id_0>,ao longo do caminho todo o caminho
Eîembo'ebo,<extra_id_0>,Ensinando tu a ti mesmo
Ikó aoba niã aûîé-katutenhẽ Tupãnemendarama,<extra_id_0>,Eis que esta roupa sera adequadamente de feriado
aani-xûé ipóne,<extra_id_0>,nao ha de ser futuro
Eteumẽ kori marana rerekóbo xe resé,<extra_id_0>,Guarda-te hoje de ter guerra comigo
Aretéreme i porabyky-potaryba'e mborypara,<extra_id_0>,O que tolera o que quer trabalhar nos feriados
ahẽ pûapẽ-mbora,<extra_id_0>,a unhada de fulano a marca das unhas de fulano
T'okaî nde ratá pupé,<extra_id_0>,Que queimem em teu fogo
Mba'epe ké kanindé-oby îasûara?,<extra_id_0>,Que ha aqui semelhante a um caninde azul
Nd'a'éî saûsupa ranhẽ,<extra_id_0>,Nao o amo ainda
xe 'anga moingó-katûabo!,<extra_id_0>,fazendo estar bem minha alma
Iîamuru senonhana!,<extra_id_0>,Ainda bem que o faz correr consigo
Aîpepó-'ok,<extra_id_0>,Arranquei as penas de sua asa
Pilatos ybyrarerekoara supé i popûasaba resebé serasóû,<extra_id_0>,Levaram-no com suas ataduras para Pilatos o governador
kunumĩ-etá,<extra_id_0>,muitos meninos
Oré rerekomemûãsara supé oré nhyrõ îabé,<extra_id_0>,Como o nosso perdao aos que nos tratam mal
O'u-eté-eté ahẽ mba'e,<extra_id_0>,Ele comeu demais aquela coisa
"Na pe apysáî, îandu, ikó taba apamonana",<extra_id_0>,Nao tendes ouvidos como de costume confundindo esta aldeia
Tekó-katu arekó,<extra_id_0>,Tenho vida boa
Gûyrasapukaîa îabé ereîetu'u,<extra_id_0>,Como um galo te deitas
A'epe xe só îaramẽ,<extra_id_0>.,Como se eu fosse la
Mboîa Pedro îaîxu'u,<extra_id_0>,A cobra mordeu a Pedro
"T'orogûerekó, setãme, nde pyri, tekopuku",<extra_id_0>,Que tenhamos em sua terra junto de ti a vida eterna
Nd'e'i te'e opá abá angaîbaramo-ne,<extra_id_0>,Por isso mesmo todos os homens emagrecerao
Ene'ĩ t'asóne!,<extra_id_0>,Eia que eu va
Erimba'epe aîpó nde 'îaba ereîmopóne?,<extra_id_0>,Quando cumpriras isso que dizes
Aîeruré aoba resé Pedro supé,<extra_id_0>,Peco a Pedro por roupa
Xe pé-bur,<extra_id_0>. <extra_id_10>e <extra_id_3>,Eu tenho casca de ferida erguida
Mba'e-mirĩ resé aîpó o'îabo,<extra_id_0>,Dizendo isso por pequenas coisas
Okûabépe irã so'o?,<extra_id_0>,Escaparao futuramente os animais quadrupedes
T'onhemonhang nde remimotara,<extra_id_0>,Faca-se tua vontade
Na xe rosangi,<extra_id_0>,Eu nao tenho resistencia
"Xe mopyatã îepé, t'apu'am muru resé, aûîérama i moaûîébo",<extra_id_0>.,Faze-me tu valente para que eu me oponha ao maldito para sempre vencendo-o
itá repoti,<extra_id_0>,escoria do ferro
Okuî rakó amũme ybarambûera o 'yba suí ybotyramo oîkóbo bé,<extra_id_0>,Caem as vezes os frutos das suas arvores sendo ainda flores
Mobype a'e Tupã?,<extra_id_0>,Quantos sao esses deuses
Gûaîxará t'osó tatápe,<extra_id_0>,Que va Guaixara para o fogo
Îuky-karaíba oîmondeb nde îurupe ta se'ẽngatu Tupã nhe'enga i xupé,<extra_id_0>,Sal bento pos na tua boca para que seja muito saborosa a palavra de Deus a ela
Aî'apurupã,<extra_id_0>,Dou-lhe pancadas na cabeca
Tekokatu angagûara Tupã sy-angaturama,<extra_id_0>,A que cuida da virtude e a mae de Deus bondosa
"Anhemombe'u ndebe, pa'i abaré setá nhẽ xe angaîpagûera resé",<extra_id_0>.,Confesso-me a ti senhor padre por causa do meu pecar muitas vezes
T'a'u pá Îakaregûasu pepyra!,<extra_id_0>,Hei de comer todo o banquete de Jacare-guacu
Arokakar xe rekobé-etérama re'ĩ,<extra_id_0>,Hei de me aproximar de minha futura e verdadeira vida
I kuakubypyre'yma i nhyrõngatu i xupé,<extra_id_0>,Os que nao sao escondidos perdoa bem a eles
"Xe pó gûyrype arekó kunumĩgûasu-angaîpaba, tunhãba'e-kakuaba",<extra_id_0>,Sob minhas maos tenho os mocos pecadores os velhos crescidos
"Tó, inã îepé ra'e!",<extra_id_0>,Oh entao assim e na verdade
Eîmombe'u-katu Tupã ra'yramo nde rekó orébe,<extra_id_0>,Confessa bem a nos que tu es o filho de Deus
Yby abé a'ereme oryryîane,<extra_id_0>,Tremendo entao a terra tambem
"Okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî",<extra_id_0> resume,Caem as vezes os frutos de suas arvores sendo ainda flores outras vezes em seu estado verde outras vezes apos amadurecerem caem
mbo'yrysy,<extra_id_0>,cordao de contas
Okeretápe se'õmbûera?,<extra_id_0>,Dormiu demais seu cadaver
Osobá-syb aó-tinga pupé,<extra_id_0>,Limpou seu rosto com um pano branco
To'o suí mirra moroesé se'õagûama mombegûaba,<extra_id_0>,A mirra de polpa era o anuncio de sua futura morte pela gente
y-syryka,<extra_id_0>,agua corrente
Kûarasy oporomo'y'useîeté,<extra_id_0>,O sol faz as pessoas terem muita sede
Oroîopynekûab,<extra_id_0>,Desencontramo-nos
O emitymbûerypy pupé Tupã potá-me'engano,<extra_id_0>,Dar tambem o quinhao de Deus naquilo que plantou primeiro
"Nd'ei te'e, o py'a pupé oîemongetá-ngetábo, Tupã momburukatûabo",<extra_id_0>!,Por isso mesmo e que em seus coracoes ficando a refletir desafiam muito a Deus
"A'epe kunhãmuku repenhana, i potasápe",<extra_id_0>,Ali atacando as mocas por deseja-las
T'i rekó-katu îandébe,<extra_id_0>,Tratemo-los bem junto de nos
kunhataĩ-a'uba,<extra_id_0>,rapariga por desprezo pejorativo
Aroŷrõ xe rekopûera,<extra_id_0>.,Detesto minha lei antiga
Nd'a'é te'e nde ratãngatu resé gûiîekoka,<extra_id_0>,Por isso mesmo em tua grande forca apoio-me
Tupã reroîypa ybaka suí,<extra_id_0>,Fazendo Deus descer consigo do ceu
"Xe moaîu-marangatu, xe moŷrõ-etekatûabo, aîpó tekó-pysasu",<extra_id_0>,Importuna-me bem irritando-me muitissimo aquela lei nova
Sekoaba'e kûé kunhã oré akanga i apiti,<extra_id_0>,O que e comum e aquela mulher esmagar nossas cabecas
Pe îuká xe îara,<extra_id_0>,Meu senhor vos mata
Anhemba'e-nhang,<extra_id_0>,Encaixotei-me as coisas
Paranãgûasu rasapa aîu,<extra_id_0>,Vim atravessando o oceano
Xe îurubok,<extra_id_0>,Eu estou fendido
"Putunusu porarábo, oroîkotebẽngatu",<extra_id_0>,Suportando a grande noite estamos muito aflitos
Eîotĩ nde kesaba xe porupi,<extra_id_0>,Amarra tua rede de dormir ao lado de mim
Anhatimã-timanĩ,<extra_id_0>,Fico girando em circulos fico rodeando como o que se perdeu ou que busca alguma coisa
"nde rapixara ku'a îubana, nde poropotá-pokyramamo",<extra_id_0>,abracando a cintura de teu companheiro estimulando teu desejo sensual
Xe resá pupé-katu asepîak nde i mimagûera,<extra_id_0>,Bem com os meus olhos vi que tu as escondeste
"Ixé sesé gûiporandupa, xe roka suí aîu",<extra_id_0>,Eu dele perguntando vim da minha casa
Oîpysó ybyraîoasaba 'arybo,<extra_id_0>,Estiraram-no sobre a cruz
Ikoba'e resé tekoara oîaby-eté tekó,<extra_id_0>,Os que vivem para isso transgridem muito a lei
Oré raûsubá îepé oré rekobé pukuî,<extra_id_0>,Tem tu compaixao de nos durante nossa vida
yekûabusu,<extra_id_0>,riacho
Aîmongûy-pab,<extra_id_0>,Gastei-o totalmente
Ekûãî îá reru,<extra_id_0>,Vai para trazer um pouco dela
I îukapyrûere'yma,<extra_id_0>,O que nao foi morto
Eîotĩ nde kesaba xe porupi,<extra_id_0>,Amarra tua rede de dormir ao longo de mim
pirûera,<extra_id_0>,pele esfolada fora da carne
Nd'e'i ipó xe re'õnama ranhẽ re'a,<extra_id_0>,Minha morte nao ha de ser ainda
Xe îurubó-bok,<extra_id_0>,Eu estou fendido em diversas partes
Atyabor,<extra_id_0>,Estou na penuria
Xe aó-mondé-matueté,<extra_id_0>,Eu estou ricamente vestido de roupas
Aîpó e'i nhote i xupéne konipó abaré supé i mombe'uû i akakapagûama reséne,<extra_id_0>,Isso dira somente a ele ou contara ao padre para que o repreenda
Pedro aé emonã xe moingó-ukar,<extra_id_0>.,O proprio Pedro mandou-me fazer proceder assim
Tupana kuapa,<extra_id_0>,conhecendo a Deus
Xe sym,<extra_id_0>.,Eu estou liso
"Moropotara semipokuabe'yma, arũaíba, tekó-poxy anga Îandé Îara îandé 'angyme îandé ogûar'iré ybŷá potara oîmoaruab",<extra_id_0>.,O desejo sensual tornado costumeiro a janotice o vicio isso Nosso Senhor apos o recebermos nos em nossa alma impede de se querer
O irũ n'oîamotari,<extra_id_0>,A seus proprios companheiros nao querem bem
Iesu toryberekoara,<extra_id_0>,Jesus guardiao da alegria
Xe akymaíb,<extra_id_0>.,Eu estou umido
Ybyrá angapeẽamẽ,<extra_id_0>,Madeira e o que falta
Abá nhe'engûerape aîpó?,<extra_id_0>,Palavras de quem sao aquelas
O emimomoxypûera o mũetéramo sekó kuakupa,<extra_id_0>,Escondendo ser sua parente verdadeira a que ele perverteu
Aîybõ-mbá,<extra_id_0>,Flechei-os todos
Oú tubixá-katu mamõ suí nde reká,<extra_id_0>,Veio um grande chefe de longe para te procurar
y-mombîasaba,<extra_id_0>,instrumento de desvio de agua sangradouro
Turagûera moetesabamo kó 'ara îamoeté,<extra_id_0>,Como modo de honrar sua vinda este dia honramos
Eîmoîar ybyraîoasaba resé,<extra_id_0>,Prega-o na cruz
Turusu-pyryb,<extra_id_0>,algum tanto grande
abaré nhe'ẽnhe'enga renduba,<extra_id_0>,ouvir o sermao do padre
"O 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?",<extra_id_0>,E mentindo tambem aquele que invoca sua alma que acontece
"Saraûaîa rur'iré, îamombá taba îandune",<extra_id_0>,Apos vir Sarauaia destruiremos a aldeia como de costume
T'oîporeaûsuberekó îudeus,<extra_id_0>,Que se compadecam dele os judeus
Aîporará temõ Tupã resé mba'easy katupabẽ mã!,<extra_id_0>,Ah oxala eu sofresse por Deus muitissimos infortunios
"I porang kó tupãoka, îegûakabetá rerupa!",<extra_id_0>,bonita esta igreja tendo muitos adornos
Itaîuba repyramo aîme'eng,<extra_id_0>,Dei-o a troco de dinheiro
"Nde remimimbûera, anhẽ, umãmepe nde mondá?",<extra_id_0>,O que tu escondeste na verdade onde tu roubaste
-Marãpe ereîkó kaûĩ suí esabeypó? Ereîkomemûãpe a'ereme?,<extra_id_0>?,Como ages embriagando-te de cauim Fazes o que nao deves entao
Sakã resé i îepokoki,<extra_id_0>,Ela embarrou nos seus ramos
ka'a-pa'ũ,<extra_id_0>,ilha de mato em meio a um descampado CAPO
"Îori, esenõî angá kûeîbo nde remimoaûîé",<extra_id_0>,Vem nomeia os que tu derrotas por ai
T'i îerobîar apó abá ri,<extra_id_0>,Confiemos nesses homens
Eresepy-mondykype marãtekó repyramo?,<extra_id_0>,Fizeste chegar o pagamento como retribuicao de um trabalho
tobá pinima,<extra_id_0>,sardas do rosto
xe ra'ysé,"<extra_id_0>.,ловна <extra_id_12>",os parentes de minha mulher
Oîepé xe pysá pora,<extra_id_0>,Um so e o conteudo de minha rede
Onhemoangaîpabeté serã apŷaba o îeapyká-eté roîré?,<extra_id_0>.,Porventura fizeram-se muito maus os homens apos se multiplicarem
Eresabeyporype kaûĩ suí 'ara mokanhema?,<extra_id_0>,Ficaste bebado de cauim perdendo o juizo
Té ahẽ serasóbo ko'yté,<extra_id_0>,Finalmente ele a levou
Akûeîme apytá memẽ nde pyri,<extra_id_0>,Antigamente eu ficava sempre junto de ti
Mokõînhõ kó taba pupé sekóû,<extra_id_0>,Poucos moram nesta aldeia
Oroîurusu,<extra_id_0>,Viemos muitos
Osó xe renondé,<extra_id_0>,Foi a frente de mim
umã suí?,<extra_id_0>,de onde donde
Oîkuapá-me'eng umûãpe Îudas Îandé Îara îudeus supé erimba'e?,<extra_id_0>,Ja tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor
Aîmboyî,<extra_id_0>,Acalentei-a
nhandu'i-kesaba,<extra_id_0>,teia de aranha
Oîoybari orogûar,<extra_id_0>,Tomamo-lo de ombro a ombro
Xe amandab,<extra_id_0>,Eu sou redondo
Kó tabygûara xe pó gûyrybo sekóû,<extra_id_0>,Estes habitantes da aldeia sob minhas maos estavam
Aopyranga îu abé ogûerur,<extra_id_0>,Vinha com purpura e espinhos
O îoybyri aîmoín,<extra_id_0>,Prendi-os um ao lado do outro
ikatupe nde moĩndara,<extra_id_0>,o que te poe a nu
Ara i 'aragûera pîasaba pupé tatá i apyrasabapé 'îaba îaîmondyk,<extra_id_0>,No dia de guarda do nascimento dele acendemos a fogueira chamada caminho do salto
i apytera,<extra_id_0>,o miolo dele
T'oú oré moorypa,<extra_id_0>,Que venha para nos fazer felizes
Marã e'îara,<extra_id_0>,As que dizem coisas mas
Asy-syî,<extra_id_0>,Fiquei estremecendo
